contig	start	end	gene_Name	gene_ID	transcript_ID	len_My	len_Sp	unqC_My	unqC_Sp	biAlC_My	biAlC_Sp	mulC_My	mulC_Sp	totalC_My	totalC_Sp
2	126857	131671	ATGCN3	AL2G10220	AL2G10220.t1	2395	2363	1198	990	1598	1594	0	0	2796	2584
2	134196	139961	-	AL2G10230	AL2G10230.t1	4665	4667	0	0	0	0	0	0	0	0
2	134196	134923	-	AL2G10230	AL2G10230.t2	560	560	0	0	0	0	0	0	0	0
2	140005	141791	-	AL2G10240	AL2G10240.t1	1260	1279	0	2	0	0	0	0	0	2
2	155501	158697	-	AL2G10250	AL2G10250.t1	2325	2326	3078	4680	20854	20854	12	12	23944	25546
2	159792	161087	-	AL2G10260	AL2G10260.t1	947	947	12	278	38	42	16	16	66	336
2	161107	164447	-	AL2G10270	AL2G10270.t1	2810	2813	0	0	346	656	378	378	724	1034
2	161107	164447	-	AL2G10270	AL2G10270.t2	2807	2810	0	2	348	658	378	378	726	1038
2	167333	169367	RPN12a	AL2G10280	AL2G10280.t1	1096	1096	2078	1916	2868	2868	0	0	4946	4784
2	169492	171055	-	AL2G10290	AL2G10290.t1	941	939	2336	2634	418	426	0	0	2754	3060
2	171217	172647	-	AL2G10300	AL2G10300.t1	1419	1428	14	40	144	144	0	0	158	184
2	173003	173657	-	AL2G10310	AL2G10310.t1	652	655	302	292	6	22	0	0	308	314
2	174212	174726	-	AL2G10320	AL2G10320.t1	411	411	0	0	0	0	0	0	0	0
2	175345	177157	-	AL2G10330	AL2G10330.t1	1094	1099	0	0	0	0	0	0	0	0
2	177963	179737	-	AL2G10340	AL2G10340.t1	1550	1553	4	0	62	62	0	0	66	62
2	181012	182597	-	AL2G10350	AL2G10350.t1	1050	1050	0	0	34	34	0	0	34	34
2	183832	189354	-	AL2G10360	AL2G10360.t2	5431	5431	0	0	0	0	0	0	0	0
2	183832	185423	-	AL2G10360	AL2G10360.t1	1474	1474	0	0	0	0	0	0	0	0
2	197142	199570	CBL8	AL2G10370	AL2G10370.t2	935	935	0	0	2	0	0	0	2	0
2	197142	199570	CBL8	AL2G10370	AL2G10370.t1	962	962	0	0	2	0	0	0	2	0
2	202362	203266	-	AL2G10380	AL2G10380.t1	811	811	0	0	4	4	0	0	4	4
2	206982	209282	-	AL2G10390	AL2G10390.t1	2221	2220	700	466	948	944	0	0	1648	1410
2	209982	211668	-	AL2G10400	AL2G10400.t1	1164	1164	670	534	370	374	0	0	1040	908
2	212621	215467	RHD1	AL2G10410	AL2G10410.t1	1440	1440	122	220	680	680	120	126	922	1026
2	215567	218977	-	AL2G10420	AL2G10420.t1	2009	2015	406	364	974	974	0	0	1380	1338
2	220244	220707	-	AL2G10440	AL2G10440.t1	465	464	22	32	26	26	0	0	48	58
2	242432	247198	LACS3	AL2G10450	AL2G10450.t1	2335	2335	34	14	14	14	0	0	48	28
2	247465	251357	AtGH9C2	AL2G10460	AL2G10460.t1	2565	2567	1426	2528	2592	2648	12	14	4030	5190
2	261783	263857	-	AL2G10470	AL2G10470.t1	1558	1568	862	1272	1034	1042	4	4	1900	2318
2	279392	280958	-	AL2G10480	AL2G10480.t1	1567	1567	144	54	176	176	0	0	320	230
2	282444	283157	-	AL2G10490	AL2G10490.t1	714	712	2876	7650	18564	18564	16	16	21456	26230
2	283464	284137	-	AL2G10500	AL2G10500.t1	588	583	464	886	94	98	2	4	560	988
2	284924	286347	-	AL2G10510	AL2G10510.t1	840	840	2	26	240	344	112	112	354	482
2	284924	286347	-	AL2G10510	AL2G10510.t2	822	822	0	0	240	344	112	112	352	456
2	286596	288397	SEH1H	AL2G10520	AL2G10520.t1	1263	1246	466	446	522	522	0	0	988	968
2	289152	289629	-	AL2G10530	AL2G10530.t1	483	479	0	0	4	4	0	0	4	4
2	291742	293511	-	AL2G10540	AL2G10540.t1	1449	1441	56	66	8	8	0	0	64	74
2	300295	301507	-	AL2G10550	AL2G10550.t1	927	932	0	0	0	0	0	0	0	0
2	312914	314255	-	AL2G10560	AL2G10560.t1	706	706	0	0	1092	1092	32	32	1124	1124
2	314990	316559	-	AL2G10570	AL2G10570.t1	817	817	0	0	8	8	0	0	8	8
2	316880	320265	-	AL2G10580	AL2G10580.t1	3390	3386	66	14	86	86	4	4	156	104
2	320440	323145	-	AL2G10590	AL2G10590.t2	989	991	0	0	0	0	10	10	10	10
2	320440	323145	-	AL2G10590	AL2G10590.t1	949	951	0	0	0	0	10	10	10	10
2	323645	333945	-	AL2G10600	AL2G10600.t1	2834	2826	0	0	0	0	0	0	0	0
2	323645	333945	-	AL2G10600	AL2G10600.t1	2834	2826	0	0	0	0	0	0	0	0
2	335404	338685	-	AL2G10610	AL2G10610.t1	2108	2106	1650	1886	70	70	0	0	1720	1956
2	339088	341775	-	AL2G10620	AL2G10620.t1	2083	2086	38	24	64	64	0	0	102	88
2	341887	343645	-	AL2G10630	AL2G10630.t1	1759	1759	16	38	14	14	0	0	30	52
2	341887	343645	-	AL2G10630	AL2G10630.t1	1759	1759	16	38	14	14	0	0	30	52
2	343701	346515	-	AL2G10640	AL2G10640.t1	2555	2554	4	2	8	8	0	0	12	10
2	347830	350077	-	AL2G10650	AL2G10650.t1	1518	1511	2	0	0	0	0	0	2	0
2	353080	354075	-	AL2G10660	AL2G10660.t1	744	744	0	0	0	0	0	0	0	0
2	354142	357725	-	AL2G10670	AL2G10670.t1	2685	2685	0	0	4	4	0	0	4	4
2	363010	364352	-	AL2G10680	AL2G10680.t1	1343	1332	0	0	0	0	0	0	0	0
2	364810	367223	NPR1	AL2G10690	AL2G10690.t1	2104	2104	368	492	548	548	0	0	916	1040
2	367573	370485	-	AL2G10700	AL2G10700.t1	2727	2728	356	298	170	170	2	0	528	468
2	380162	383835	-	AL2G10710	AL2G10710.t1	2853	2850	156	268	122	122	2	2	280	392
2	386355	389575	-	AL2G10720	AL2G10720.t1	2828	2822	230	156	126	126	2	2	358	284
2	392066	392855	-	AL2G10730	AL2G10730.t1	793	790	0	0	0	0	0	0	0	0
2	395520	396800	-	AL2G10750	AL2G10750.t1	1281	1281	0	0	2	2	6	6	8	8
2	399895	403275	-	AL2G10760	AL2G10760.t1	1092	1092	0	0	10	10	0	0	10	10
2	399895	403275	-	AL2G10760	AL2G10760.t1	1092	1092	0	0	10	10	0	0	10	10
2	403718	405615	UBC28	AL2G10770	AL2G10770.t1	854	856	2820	2674	1466	1850	8	8	4294	4532
2	405790	406327	TOM7-2	AL2G10780	AL2G10780.t1	524	538	54	46	34	38	0	0	88	84
2	406330	408315	-	AL2G10790	AL2G10790.t1	1918	1916	6	2	0	0	0	0	6	2
2	409120	410777	VHA-E3	AL2G10800	AL2G10800.t1	962	962	132	62	194	194	0	0	326	256
2	411697	414195	-	AL2G10810	AL2G10810.t1	1224	1234	6	32	12	12	6	6	24	50
2	415960	417644	-	AL2G10820	AL2G10820.t1	1686	1685	1328	658	642	638	0	0	1970	1296
2	417671	418415	-	AL2G10830	AL2G10830.t1	502	511	68	86	62	62	0	0	130	148
2	418476	421355	-	AL2G10840	AL2G10840.t1	2171	2137	492	198	128	128	0	0	620	326
2	424620	427918	ATCHX16	AL2G10850	AL2G10850.t1	2675	2672	166	344	246	246	0	0	412	590
2	428324	429125	-	AL2G10860	AL2G10860.t1	802	799	4	12	28	28	0	0	32	40
2	436307	439155	-	AL2G10870	AL2G10870.t1	2551	2551	0	0	16	16	14	14	30	30
2	436307	439155	-	AL2G10870	AL2G10870.t1	2551	2551	0	0	16	16	14	14	30	30
2	440420	444084	-	AL2G10880	AL2G10880.t1	1321	1319	214	170	382	382	0	0	596	552
2	445910	449309	-	AL2G10890	AL2G10890.t1	2800	2800	946	1280	6568	6564	8	8	7522	7852
2	450100	450715	-	AL2G10900	AL2G10900.t1	490	490	0	0	178	178	0	0	178	178
2	452080	453031	-	AL2G10920	AL2G10920.t1	690	692	0	0	4	4	0	0	4	4
2	453249	457985	-	AL2G10930	AL2G10930.t2	4558	4558	0	0	0	0	0	0	0	0
2	453249	454105	-	AL2G10930	AL2G10930.t3	857	857	0	0	0	0	0	0	0	0
2	453705	457985	-	AL2G10930	AL2G10930.t1	4040	4040	0	0	0	0	0	0	0	0
2	458620	462525	-	AL2G10940	AL2G10940.t1	2438	2438	4	14	94	94	0	0	98	108
2	462740	463290	-	AL2G10950	AL2G10950.t1	347	347	0	0	0	0	0	0	0	0
2	463348	465815	-	AL2G10960	AL2G10960.t1	2258	2260	96	66	8	8	0	0	104	74
2	467247	468815	RTNLB3	AL2G10970	AL2G10970.t1	1093	1086	2416	610	4526	4526	4	4	6946	5140
2	471640	473310	-	AL2G10980	AL2G10980.t1	1563	1563	820	592	396	392	20	12	1236	996
2	474591	475455	-	AL2G10990	AL2G10990.t1	865	865	38	62	126	126	0	0	164	188
2	478117	485215	ATRBOH F	AL2G11000	AL2G11000.t1	3671	3671	108	88	304	304	0	0	412	392
2	491706	495340	-	AL2G11010	AL2G11010.t1	2536	2531	0	6	454	418	498	500	952	924
2	491706	495340	-	AL2G11010	AL2G11010.t2	2530	2525	0	0	422	386	498	500	920	886
2	497205	499382	TOPP3	AL2G11020	AL2G11020.t1	1500	1503	788	718	722	738	4	4	1514	1460
2	499445	501231	-	AL2G11030	AL2G11030.t1	1422	1422	0	0	0	0	0	0	0	0
2	502395	503794	-	AL2G11040	AL2G11040.t1	1237	1235	0	0	0	0	0	0	0	0
2	505050	505870	-	AL2G11050	AL2G11050.t1	844	821	0	0	0	0	0	0	0	0
2	506495	508016	-	AL2G11060	AL2G11060.t1	1247	1249	0	0	2	2	0	0	2	2
2	537980	539490	-	AL2G11100	AL2G11100.t1	1411	1423	0	0	0	0	0	0	0	0
2	541036	543090	WRKY56	AL2G11110	AL2G11110.t1	901	901	0	0	30	30	0	0	30	30
2	545195	547330	SPO11-2	AL2G11120	AL2G11120.t1	1246	1248	24	42	14	14	0	0	38	56
2	547340	550230	SPO11-2	AL2G11130	AL2G11130.t1	1434	1431	320	448	2876	2880	4	4	3200	3332
2	550495	552281	ISPF	AL2G11140	AL2G11140.t1	936	927	508	316	994	994	0	0	1502	1310
2	552426	553900	-	AL2G11150	AL2G11150.t1	555	555	0	0	12	12	0	0	12	12
2	555621	556590	-	AL2G11160	AL2G11160.t1	688	690	2	2	2	2	0	0	4	4
2	558476	562210	MDAR6	AL2G11170	AL2G11170.t2	1774	1775	0	0	2274	2718	4588	4584	6862	7302
2	558476	562210	MDAR6	AL2G11170	AL2G11170.t1	1873	1871	88	100	2274	2718	4588	4584	6950	7402
2	562862	564350	ROH1	AL2G11180	AL2G11180.t1	1489	1489	58	48	40	40	0	0	98	88
2	574945	577115	AtMYB103	AL2G11190	AL2G11190.t1	1635	1634	104	54	40	40	0	0	144	94
2	579865	581669	-	AL2G11200	AL2G11200.t1	1537	1537	246	74	128	116	6	0	380	190
2	581725	584374	-	AL2G11210	AL2G11210.t1	1753	1753	262	86	220	220	0	0	482	306
2	585435	588935	-	AL2G11220	AL2G11220.t1	3029	3025	0	0	0	0	0	0	0	0
2	589584	592180	DAL1	AL2G11230	AL2G11230.t1	1608	1605	720	592	354	354	2	2	1076	948
2	593255	597077	-	AL2G11240	AL2G11240.t1	3461	3465	90	108	36	36	0	0	126	144
2	597975	598796	-	AL2G11250	AL2G11250.t1	711	711	0	0	0	0	0	0	0	0
2	599975	604012	-	AL2G11260	AL2G11260.t1	3595	3595	0	0	4	4	0	0	4	4
2	608815	610922	-	AL2G11270	AL2G11270.t1	1161	1153	52	42	56	56	0	0	108	98
2	610976	613480	-	AL2G11280	AL2G11280.t1	2381	2374	332	498	1320	1320	0	0	1652	1818
2	615745	616999	-	AL2G11290	AL2G11290.t1	1111	1111	8	0	32	32	0	0	40	32
2	622935	623735	-	AL2G11300	AL2G11300.t1	799	801	2	10	1222	1222	0	0	1224	1232
2	630799	633120	-	AL2G11310	AL2G11310.t1	1179	1177	994	1016	1532	1532	0	0	2526	2548
2	636205	638445	-	AL2G11320	AL2G11320.t1	1607	1594	36	8	164	164	4	4	204	176
2	648195	654556	-	AL2G11330	AL2G11330.t1	3499	3485	192	144	1982	1982	0	0	2174	2126
2	662923	664491	UBC5	AL2G11340	AL2G11340.t1	950	950	348	292	180	180	0	0	528	472
2	664743	667460	IMP4	AL2G11360	AL2G11360.t1	1168	1149	368	466	506	506	0	0	874	972
2	667953	674858	-	AL2G11370	AL2G11370.t1	3242	3239	4768	3746	2060	2060	0	0	6828	5806
2	674861	678698	-	AL2G11380	AL2G11380.t1	3451	3528	240	280	44	44	4	4	288	328
2	678795	682328	-	AL2G11390	AL2G11390.t1	3087	3082	42	42	138	142	4	0	184	184
2	683981	685618	-	AL2G11400	AL2G11400.t1	1124	1124	0	0	0	0	0	0	0	0
2	699963	702469	-	AL2G11410	AL2G11410.t1	2361	2361	0	4	20	20	4	4	24	28
2	702958	704838	-	AL2G11420	AL2G11420.t1	844	844	0	0	0	0	0	0	0	0
2	702958	704838	-	AL2G11420	AL2G11420.t1	844	844	0	0	0	0	0	0	0	0
2	708123	708710	-	AL2G11440	AL2G11440.t1	435	435	0	0	0	0	0	0	0	0
2	712623	714397	-	AL2G11450	AL2G11450.t2	1590	1592	0	0	168	218	114	114	282	332
2	712623	714397	-	AL2G11450	AL2G11450.t1	1593	1595	0	0	168	218	114	114	282	332
2	716113	717908	-	AL2G11470	AL2G11470.t1	1009	1009	14	2	8	8	0	0	22	10
2	717959	722028	-	AL2G11480	AL2G11480.t1	1453	1448	4	2	16	16	0	0	20	18
2	728983	731058	-	AL2G11490	AL2G11490.t1	2067	2076	2	14	154	154	0	0	156	168
2	734843	735785	CYP86A7	AL2G11500	AL2G11500.t1	951	951	0	0	26	26	0	0	26	26
2	735858	738818	CYP86A7	AL2G11510	AL2G11510.t1	2185	2185	0	0	8	8	0	0	8	8
2	738923	740062	CYP86A7	AL2G11520	AL2G11520.t1	1144	1140	0	0	0	0	4	4	4	4
2	739079	740062	CYP86A7	AL2G11520	AL2G11520.t2	988	984	0	0	0	0	4	4	4	4
2	742393	747707	EMB71	AL2G11530	AL2G11530.t1	3674	3672	474	542	2384	2384	4	4	2862	2930
2	747977	751968	ATSPPL2	AL2G11540	AL2G11540.t1	2023	2023	804	842	3192	3172	8	0	4004	4014
2	752638	755928	ATMURE	AL2G11550	AL2G11550.t1	2691	2675	752	676	370	362	0	0	1122	1038
2	765923	769362	-	AL2G11560	AL2G11560.t1	2736	2735	762	670	362	362	0	0	1124	1032
2	769643	772868	-	AL2G11570	AL2G11570.t1	1896	1896	342	302	1150	1150	0	0	1492	1452
2	774018	777438	EGL3	AL2G11580	AL2G11580.t1	2114	2114	224	206	186	186	0	0	410	392
2	783493	786394	-	AL2G11590	AL2G11590.t1	1285	1285	0	0	24	24	82	82	106	106
2	789723	796368	-	AL2G11600	AL2G11600.t2	3662	3662	0	0	170	192	1534	1536	1704	1728
2	789723	796368	-	AL2G11600	AL2G11600.t1	3659	3659	0	0	168	190	1534	1536	1702	1726
2	796813	797808	-	AL2G11610	AL2G11610.t1	896	896	4	2	102	102	0	0	106	104
2	798053	800294	-	AL2G11620	AL2G11620.t1	1299	1305	294	532	118	114	8	0	420	646
2	800575	801958	-	AL2G11630	AL2G11630.t1	1284	1292	0	0	0	0	0	0	0	0
2	802657	803928	-	AL2G11640	AL2G11640.t1	1167	1164	0	0	0	0	0	0	0	0
2	807214	808518	-	AL2G11650	AL2G11650.t1	1062	1062	0	0	0	0	0	0	0	0
2	810966	812258	-	AL2G11660	AL2G11660.t1	989	997	0	0	0	0	0	0	0	0
2	812587	815518	-	AL2G11670	AL2G11670.t1	2438	2434	190	176	1510	1510	8	2	1708	1688
2	812587	815518	-	AL2G11670	AL2G11670.t1	2438	2434	190	176	1510	1510	8	2	1708	1688
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1892	0	0	60	150	38	32	98	182
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1892	0	0	60	150	38	32	98	182
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1892	0	0	60	150	38	32	98	182
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1898	0	0	60	150	38	32	98	182
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1898	0	0	60	150	38	32	98	182
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1898	0	0	60	150	38	32	98	182
2	821603	822036	-	AL2G11690	AL2G11690.t1	338	337	0	0	0	0	0	0	0	0
2	822163	824208	-	AL2G11700	AL2G11700.t1	1855	1856	30	24	40	40	0	0	70	64
2	824981	828268	-	AL2G11720	AL2G11720.t1	2318	2320	584	642	1570	1562	8	8	2162	2212
2	837855	846489	-	AL2G11730	AL2G11730.t1	4792	4790	0	0	508	432	436	428	944	860
2	837855	846489	-	AL2G11730	AL2G11730.t2	4795	4793	2	0	508	432	436	428	946	860
2	848415	851136	-	AL2G11740	AL2G11740.t1	1939	1939	292	84	824	824	42	42	1158	950
2	851505	854219	-	AL2G11750	AL2G11750.t1	1767	1759	736	530	1008	1008	2	2	1746	1540
2	854478	855950	GPX8	AL2G11760	AL2G11760.t1	726	726	138	192	446	446	0	0	584	638
2	856101	858170	RHS8	AL2G11770	AL2G11770.t1	2070	2070	0	0	4	4	0	0	4	4
2	859634	861250	-	AL2G11780	AL2G11780.t1	1452	1452	94	0	96	96	0	0	190	96
2	862141	866100	-	AL2G11790	AL2G11790.t1	3263	3264	756	1042	262	262	0	0	1018	1304
2	862141	866100	HMA5	AL2G11790	AL2G11790.t1	3263	3264	756	1042	262	262	0	0	1018	1304
2	872507	876790	-	AL2G11800	AL2G11800.t1	2723	2724	286	202	2206	2210	8	8	2500	2420
2	884362	887580	-	AL2G11810	AL2G11810.t1	2024	2028	474	192	1784	1784	0	0	2258	1976
2	892535	894018	-	AL2G11820	AL2G11820.t1	876	876	0	0	22	22	0	0	22	22
2	894027	896200	-	AL2G11830	AL2G11830.t1	2082	2078	2	0	104	104	16	16	122	120
2	896625	897463	-	AL2G11840	AL2G11840.t1	854	839	494	538	228	228	0	0	722	766
2	911167	916110	-	AL2G11850	AL2G11850.t1	3475	3471	6	14	658	620	588	588	1252	1222
2	911167	916110	-	AL2G11850	AL2G11850.t2	3472	3468	0	0	498	460	588	588	1086	1048
2	931745	936196	-	AL2G11880	AL2G11880.t1	1908	1908	0	134	0	2	568	514	568	650
2	931745	936196	-	AL2G11880	AL2G11880.t1	1908	1908	0	134	0	2	568	514	568	650
2	937045	939127	-	AL2G11890	AL2G11890.t1	766	766	0	0	2	2	0	0	2	2
2	942485	944461	-	AL2G11900	AL2G11900.t1	941	941	0	0	0	0	0	0	0	0
2	951595	953813	-	AL2G11930	AL2G11930.t1	1354	1354	98	116	658	658	532	490	1288	1264
2	954373	957280	-	AL2G11940	AL2G11940.t1	715	715	0	0	6	6	24	24	30	30
2	957465	959180	-	AL2G11950	AL2G11950.t1	930	930	168	276	1344	1346	546	546	2058	2168
2	959388	960950	-	AL2G11960	AL2G11960.t1	1369	1369	16	0	34	34	0	0	50	34
2	964315	970532	-	AL2G11970	AL2G11970.t2	2040	2040	0	0	0	0	568	568	568	568
2	964315	970532	-	AL2G11970	AL2G11970.t2	2040	2040	0	0	0	0	568	568	568	568
2	964315	970532	-	AL2G11970	AL2G11970.t1	2040	2040	0	0	0	0	568	568	568	568
2	964315	970532	-	AL2G11970	AL2G11970.t1	2040	2040	0	0	0	0	568	568	568	568
2	970885	974336	-	AL2G11980	AL2G11980.t2	2583	2583	0	0	24	2	710	714	734	716
2	970885	974336	-	AL2G11980	AL2G11980.t1	2580	2580	0	0	24	2	710	714	734	716
2	983485	986140	-	AL2G11990	AL2G11990.t1	1136	1136	0	0	0	0	610	716	610	716
2	983485	986140	-	AL2G11990	AL2G11990.t1	1136	1136	0	0	0	0	610	716	610	716
2	1001215	1004574	-	AL2G12020	AL2G12020.t1	2520	2520	106	146	178	178	72	54	356	378
2	1007635	1007980	CLE14	AL2G12030	AL2G12030.t1	346	346	10	4	12	12	0	0	22	16
2	1009375	1011880	-	AL2G12040	AL2G12040.t2	1799	1799	0	0	16	18	524	524	540	542
2	1009375	1011880	-	AL2G12040	AL2G12040.t1	1679	1679	0	0	0	2	524	524	524	526
2	1012265	1014404	-	AL2G12050	AL2G12050.t1	1539	1539	0	0	2	2	0	0	2	2
2	1019715	1021096	-	AL2G12060	AL2G12060.t1	867	867	0	0	130	130	0	0	130	130
2	1022817	1024360	-	AL2G12070	AL2G12070.t1	840	840	0	0	0	0	0	0	0	0
2	1029532	1032633	-	AL2G12080	AL2G12080.t1	2861	2861	0	0	0	0	0	0	0	0
2	1031252	1032717	-	AL2G12100	AL2G12100.t1	1307	1307	0	0	0	0	0	0	0	0
2	1032982	1035236	-	AL2G12110	AL2G12110.t1	1690	1690	2	0	24	24	46	48	72	72
2	1041882	1043818	-	AL2G12120	AL2G12120.t1	813	813	0	0	412	412	308	308	720	720
2	1044752	1045204	-	AL2G12130	AL2G12130.t1	453	453	0	2	0	0	0	0	0	2
2	1046522	1049178	-	AL2G12140	AL2G12140.t1	1810	1811	92	54	444	444	312	312	848	810
2	1054471	1056517	-	AL2G12150	AL2G12150.t1	1867	1867	44	20	80	82	4	2	128	104
2	1056650	1058237	-	AL2G12160	AL2G12160.t1	812	813	674	442	116	116	0	4	790	562
2	1076360	1081087	-	AL2G12170	AL2G12170.t1	4208	4195	114	72	40	40	0	0	154	112
2	1081862	1084862	-	AL2G12180	AL2G12180.t1	2161	2161	66	22	88	90	6	6	160	118
2	1085362	1086798	-	AL2G12190	AL2G12190.t1	584	584	0	0	0	0	4	4	4	4
2	1089017	1090117	-	AL2G12200	AL2G12200.t1	684	769	0	0	0	0	0	0	0	0
2	1090742	1095241	-	AL2G12210	AL2G12210.t1	1248	1252	0	0	2	2	0	0	2	2
2	1096962	1098506	-	AL2G12220	AL2G12220.t2	967	967	164	16	234	234	3128	3274	3526	3524
2	1096962	1098506	-	AL2G12220	AL2G12220.t1	814	814	0	0	168	168	2692	2746	2860	2914
2	1098772	1105889	-	AL2G12230	AL2G12230.t2	1281	1281	0	0	468	544	1746	1306	2214	1850
2	1098772	1105889	-	AL2G12230	AL2G12230.t1	1341	1341	0	2	524	600	1744	1304	2268	1906
2	1106582	1108261	-	AL2G12240	AL2G12240.t1	435	434	0	0	0	0	0	0	0	0
2	1112722	1114698	-	AL2G12270	AL2G12270.t1	809	808	0	0	0	0	0	0	0	0
2	1120052	1121716	-	AL2G12280	AL2G12280.t1	887	887	0	0	30	30	0	0	30	30
2	1123372	1125497	-	AL2G12290	AL2G12290.t1	902	905	0	0	0	0	0	0	0	0
2	1132002	1133392	-	AL2G12300	AL2G12300.t1	866	866	680	0	1486	1482	64	64	2230	1546
2	1133403	1136827	-	AL2G12310	AL2G12310.t1	1236	1236	0	0	0	0	0	0	0	0
2	1141754	1143337	-	AL2G12320	AL2G12320.t1	1070	1070	0	2	2	2	36	60	38	64
2	1144152	1146524	UGE3	AL2G12330	AL2G12330.t1	1395	1403	38	66	526	526	0	0	564	592
2	1146557	1148537	-	AL2G12340	AL2G12340.t1	1590	1592	650	588	154	154	4	4	808	746
2	1149492	1151570	RFC2	AL2G12350	AL2G12350.t1	1302	1302	274	238	876	876	0	0	1150	1114
2	1151666	1153147	-	AL2G12360	AL2G12360.t1	1232	1232	0	0	2	2	2	2	4	4
2	1155242	1156857	-	AL2G12370	AL2G12370.t1	1380	1380	0	0	0	0	2	2	2	2
2	1158515	1160757	-	AL2G12380	AL2G12380.t1	2048	2057	86	88	20	20	6	6	112	114
2	1162272	1164317	ATRBL2	AL2G12390	AL2G12390.t1	1361	1364	702	1054	414	414	0	0	1116	1468
2	1164501	1169797	-	AL2G12400	AL2G12400.t1	4028	4027	0	0	380	380	708	708	1088	1088
2	1164501	1169797	-	AL2G12400	AL2G12400.t1	4028	4027	0	0	380	380	708	708	1088	1088
2	1170413	1173787	-	AL2G12410	AL2G12410.t1	1862	1859	102	62	1498	1498	8	8	1608	1568
2	1175227	1178487	-	AL2G12420	AL2G12420.t1	895	907	48	30	20	20	0	0	68	50
2	1175227	1178487	-	AL2G12420	AL2G12420.t1	895	907	48	30	20	20	0	0	68	50
2	1178592	1181018	-	AL2G12430	AL2G12430.t1	2424	2427	212	194	940	948	12	12	1164	1154
2	1186386	1189123	-	AL2G12440	AL2G12440.t1	1050	1049	0	0	550	550	32	32	582	582
2	1192188	1194339	AtPP2-A11	AL2G12450	AL2G12450.t1	1367	1368	830	614	306	318	0	0	1136	932
2	1199518	1204814	-	AL2G12460	AL2G12460.t1	2868	2824	36	52	16	18	16	8	68	78
2	1205168	1207612	-	AL2G12470	AL2G12470.t1	2445	2445	44	38	52	52	10	12	106	102
2	1207888	1209835	-	AL2G12480	AL2G12480.t1	1638	1638	0	0	2	2	0	0	2	2
2	1210428	1211204	-	AL2G12490	AL2G12490.t1	700	700	0	0	0	0	0	0	0	0
2	1211328	1219253	-	AL2G12500	AL2G12500.t1	3322	3312	0	6	32	32	18	26	50	64
2	1219318	1220842	-	AL2G12510	AL2G12510.t1	1123	1179	0	36	16	18	0	0	16	54
2	1226418	1228817	-	AL2G12540	AL2G12540.t1	1597	1597	388	320	214	218	0	0	602	538
2	1233375	1234403	-	AL2G12550	AL2G12550.t1	1029	1029	2	0	324	324	0	0	326	324
