contig	start	end	gene_Name	gene_ID	transcript_ID	len_My	len_Sp	unqC_My	unqC_Sp	biAlC_My	biAlC_Sp	mulC_My	mulC_Sp	totalC_My	totalC_Sp
2	440420	444084	-	AL2G10880	AL2G10880.t1	1322	1319	88	128	246	246	0	0	334	374
2	445910	449309	-	AL2G10890	AL2G10890.t1	2800	2800	2886	2940	5266	5358	100	94	8252	8392
2	450100	450715	-	AL2G10900	AL2G10900.t1	490	490	128	450	1272	1256	16	16	1416	1722
2	452080	453031	-	AL2G10920	AL2G10920.t1	690	692	0	0	10	10	0	0	10	10
2	453249	454105	-	AL2G10930	AL2G10930.t3	857	857	0	0	0	0	0	0	0	0
2	453249	457985	-	AL2G10930	AL2G10930.t2	4558	4558	0	0	0	0	0	0	0	0
2	453705	457985	-	AL2G10930	AL2G10930.t1	4040	4040	0	0	0	0	0	0	0	0
2	458620	462525	-	AL2G10940	AL2G10940.t1	2438	2438	4	14	252	252	0	0	256	266
2	462740	463290	-	AL2G10950	AL2G10950.t1	347	347	0	0	0	0	0	0	0	0
2	463348	465815	-	AL2G10960	AL2G10960.t1	2258	2260	110	72	48	48	0	0	158	120
2	467247	468815	RTNLB3	AL2G10970	AL2G10970.t1	1093	1086	3528	876	7478	7478	0	0	11006	8354
2	471640	473310	-	AL2G10980	AL2G10980.t1	1563	1563	780	700	400	392	8	8	1188	1100
2	474591	475455	-	AL2G10990	AL2G10990.t1	865	865	104	44	42	42	0	0	146	86
2	478117	485215	ATRBOH F	AL2G11000	AL2G11000.t1	3671	3671	128	216	682	682	0	0	810	898
2	491706	495340	-	AL2G11010	AL2G11010.t1	2537	2538	2	4	436	464	368	372	806	840
2	491706	495340	-	AL2G11010	AL2G11010.t2	2531	2532	0	0	410	438	368	372	778	810
2	497205	499382	TOPP3	AL2G11020	AL2G11020.t1	1500	1503	1382	1204	1702	1710	0	0	3084	2914
2	499445	501231	-	AL2G11030	AL2G11030.t1	1422	1422	0	0	0	0	0	0	0	0
2	502395	503794	-	AL2G11040	AL2G11040.t1	1237	1235	0	0	0	0	0	0	0	0
2	505050	505870	-	AL2G11050	AL2G11050.t1	844	821	0	0	0	0	0	0	0	0
2	506495	508016	-	AL2G11060	AL2G11060.t1	1247	1249	0	0	0	0	0	0	0	0
2	537980	539490	-	AL2G11100	AL2G11100.t1	1411	1423	0	0	0	0	0	0	0	0
2	541036	543090	WRKY56	AL2G11110	AL2G11110.t1	901	901	0	0	32	32	0	0	32	32
2	545195	547330	SPO11-2	AL2G11120	AL2G11120.t1	1246	1247	24	18	26	26	0	0	50	44
2	547340	550230	SPO11-2	AL2G11130	AL2G11130.t1	1434	1434	1764	3848	780	804	0	0	2544	4652
2	550495	552281	ISPF	AL2G11140	AL2G11140.t1	936	927	634	312	324	324	0	0	958	636
2	552426	553900	-	AL2G11150	AL2G11150.t1	555	555	0	0	50	50	0	0	50	50
2	555621	556590	-	AL2G11160	AL2G11160.t1	688	690	0	0	0	0	0	0	0	0
2	558476	562210	MDAR6	AL2G11170	AL2G11170.t1	1873	1871	166	164	2720	1450	5538	5542	8424	7156
2	558476	562210	MDAR6	AL2G11170	AL2G11170.t2	1774	1775	0	0	2720	1450	5538	5542	8258	6992
2	562862	564350	ROH1	AL2G11180	AL2G11180.t1	1489	1489	68	42	20	20	0	0	88	62
2	574945	577115	AtMYB103	AL2G11190	AL2G11190.t1	1635	1635	88	40	42	42	0	0	130	82
2	579865	581669	-	AL2G11200	AL2G11200.t1	1537	1537	388	114	358	342	4	4	750	460
2	581725	584374	-	AL2G11210	AL2G11210.t1	1753	1753	698	176	272	272	0	0	970	448
2	585435	588935	-	AL2G11220	AL2G11220.t1	3029	3025	2	0	2	2	0	0	4	2
2	589584	592180	DAL1	AL2G11230	AL2G11230.t1	1605	1605	672	846	374	374	0	0	1046	1220
2	593255	597077	-	AL2G11240	AL2G11240.t1	3462	3464	172	210	54	54	4	4	230	268
2	597975	598796	-	AL2G11250	AL2G11250.t1	711	711	0	0	0	0	0	0	0	0
2	599975	604012	-	AL2G11260	AL2G11260.t1	3595	3595	0	4	14	14	0	0	14	18
2	608815	610922	-	AL2G11270	AL2G11270.t1	1161	1160	24	126	126	126	0	0	150	252
2	610976	613480	-	AL2G11280	AL2G11280.t1	2381	2374	530	740	238	238	8	8	776	986
2	615745	616999	-	AL2G11290	AL2G11290.t1	1111	1111	2	0	32	32	0	0	34	32
2	622935	623735	-	AL2G11300	AL2G11300.t1	799	801	184	152	302	302	0	0	486	454
2	630799	633120	-	AL2G11310	AL2G11310.t1	1179	1177	1374	1426	2240	2240	0	0	3614	3666
2	636205	638445	-	AL2G11320	AL2G11320.t1	1607	1612	18	26	148	148	2	2	168	176
2	648195	654556	-	AL2G11330	AL2G11330.t1	3499	3488	88	72	1370	1370	0	0	1458	1442
2	662923	664491	UBC5	AL2G11340	AL2G11340.t1	950	950	290	394	334	334	0	0	624	728
2	664743	667460	IMP4	AL2G11360	AL2G11360.t1	1168	1149	350	532	202	202	0	0	552	734
2	667953	674858	-	AL2G11370	AL2G11370.t1	3236	3239	4226	3252	2840	2844	0	0	7066	6096
2	674861	678698	-	AL2G11380	AL2G11380.t1	3451	3528	308	546	34	34	0	0	342	580
2	678795	682328	-	AL2G11390	AL2G11390.t1	3087	3082	22	8	110	110	0	0	132	118
2	683981	685618	-	AL2G11400	AL2G11400.t1	1124	1124	0	0	0	0	0	0	0	0
2	699963	702469	-	AL2G11410	AL2G11410.t1	2361	2361	8	10	4	4	2	2	14	16
2	702958	704838	-	AL2G11420	AL2G11420.t1	844	844	0	0	4	4	0	0	4	4
2	702958	704838	-	AL2G11420	AL2G11420.t1	844	844	0	0	4	4	0	0	4	4
2	708123	708710	-	AL2G11440	AL2G11440.t1	435	435	0	0	0	0	0	0	0	0
2	712623	714397	-	AL2G11450	AL2G11450.t1	1593	1595	2	0	268	232	206	206	476	438
2	712623	714397	-	AL2G11450	AL2G11450.t2	1590	1592	0	0	268	232	206	206	474	438
2	716113	717908	-	AL2G11470	AL2G11470.t1	1009	1009	20	2	30	30	0	0	50	32
2	717959	722028	-	AL2G11480	AL2G11480.t1	1450	1451	12	0	16	16	0	0	28	16
2	728983	731058	-	AL2G11490	AL2G11490.t1	2067	2076	16	14	58	58	4	4	78	76
2	734843	735785	CYP86A7	AL2G11500	AL2G11500.t1	951	951	0	0	10	10	0	0	10	10
2	735858	738818	CYP86A7	AL2G11510	AL2G11510.t1	2185	2185	0	0	14	14	0	0	14	14
2	738923	740062	CYP86A7	AL2G11520	AL2G11520.t1	1144	1140	0	0	4	8	14	14	18	22
2	739079	740062	CYP86A7	AL2G11520	AL2G11520.t2	988	984	0	0	4	8	14	14	18	22
2	742393	747707	EMB71	AL2G11530	AL2G11530.t1	3675	3672	436	440	2548	2548	0	0	2984	2988
2	747977	751968	ATSPPL2	AL2G11540	AL2G11540.t1	2023	2023	1076	1074	2988	2972	6	6	4070	4052
2	752638	755928	ATMURE	AL2G11550	AL2G11550.t1	2691	2675	440	350	294	294	0	0	734	644
2	765923	769362	-	AL2G11560	AL2G11560.t1	2736	2735	554	916	362	362	0	0	916	1278
2	769643	772868	-	AL2G11570	AL2G11570.t1	1896	1896	706	976	500	500	0	0	1206	1476
2	774018	777438	EGL3	AL2G11580	AL2G11580.t1	2114	2114	104	110	100	100	0	0	204	210
2	783493	786394	-	AL2G11590	AL2G11590.t1	1285	1285	0	0	24	24	88	88	112	112
2	789723	796368	-	AL2G11600	AL2G11600.t2	3662	3662	2	6	564	344	570	556	1136	906
2	789723	796368	-	AL2G11600	AL2G11600.t1	3659	3659	0	0	564	344	570	556	1134	900
2	796813	797808	-	AL2G11610	AL2G11610.t1	896	896	4	2	130	130	6	4	140	136
2	798053	800294	-	AL2G11620	AL2G11620.t1	1300	1304	224	336	66	50	0	0	290	386
2	800575	801958	-	AL2G11630	AL2G11630.t1	1284	1292	2	0	0	0	0	0	2	0
2	802657	803928	-	AL2G11640	AL2G11640.t1	1167	1164	0	0	0	0	0	0	0	0
2	807214	808518	-	AL2G11650	AL2G11650.t1	1062	1062	0	0	0	0	0	0	0	0
2	810966	812258	-	AL2G11660	AL2G11660.t1	989	997	0	0	0	0	0	0	0	0
2	812587	815518	-	AL2G11670	AL2G11670.t1	2438	2437	408	336	1592	1612	16	22	2016	1970
2	812587	815518	-	AL2G11670	AL2G11670.t1	2438	2437	408	336	1592	1612	16	22	2016	1970
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1895	0	0	128	72	16	30	144	102
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1895	0	0	128	72	16	30	144	102
2	815213	820318	-	AL2G11680	AL2G11680.t1	1893	1895	0	0	128	72	16	30	144	102
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1901	0	2	128	72	16	30	144	104
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1901	0	2	128	72	16	30	144	104
2	815213	820318	-	AL2G11680	AL2G11680.t2	1899	1901	0	2	128	72	16	30	144	104
2	821603	822036	-	AL2G11690	AL2G11690.t1	338	337	0	0	0	0	0	0	0	0
2	822163	824208	-	AL2G11700	AL2G11700.t1	1855	1856	82	50	32	32	0	0	114	82
2	824981	828268	-	AL2G11720	AL2G11720.t1	2318	2320	1512	1452	378	382	0	0	1890	1834
2	837855	846489	-	AL2G11730	AL2G11730.t1	4786	4785	0	2	556	620	794	764	1350	1386
2	837855	846489	-	AL2G11730	AL2G11730.t2	4789	4788	0	0	556	620	794	764	1350	1384
2	848415	851136	-	AL2G11740	AL2G11740.t1	1939	1939	198	70	602	602	26	26	826	698
2	851505	854219	-	AL2G11750	AL2G11750.t1	1767	1759	502	352	872	872	2	2	1376	1226
2	854478	855950	GPX8	AL2G11760	AL2G11760.t1	726	726	0	0	950	950	0	0	950	950
2	856101	858170	RHS8	AL2G11770	AL2G11770.t1	2070	2070	0	0	2	2	0	0	2	2
2	859634	861250	-	AL2G11780	AL2G11780.t1	1452	1452	238	2	164	164	12	12	414	178
2	862141	866100	-	AL2G11790	AL2G11790.t1	3263	3266	1054	1904	628	632	4	4	1686	2540
2	862141	866100	HMA5	AL2G11790	AL2G11790.t1	3263	3266	1054	1904	628	632	4	4	1686	2540
2	872507	876790	-	AL2G11800	AL2G11800.t1	2725	2724	286	246	2380	2380	16	16	2682	2642
2	884362	887580	-	AL2G11810	AL2G11810.t1	2024	2028	490	318	1044	1048	0	0	1534	1366
2	892535	894018	-	AL2G11820	AL2G11820.t1	876	876	2	0	4	4	0	0	6	4
2	894027	896200	-	AL2G11830	AL2G11830.t1	2082	2078	32	22	94	94	10	10	136	126
2	896625	897463	-	AL2G11840	AL2G11840.t1	854	839	982	1192	80	80	0	0	1062	1272
2	911167	916110	-	AL2G11850	AL2G11850.t1	3472	3474	8	14	260	240	216	216	484	470
2	911167	916110	-	AL2G11850	AL2G11850.t2	3469	3471	0	0	210	190	216	216	426	406
2	931745	936196	-	AL2G11880	AL2G11880.t1	1908	1908	0	0	100	100	440	440	540	540
2	931745	936196	-	AL2G11880	AL2G11880.t1	1908	1908	0	0	100	100	440	440	540	540
2	937045	939127	-	AL2G11890	AL2G11890.t1	766	766	0	0	2	2	0	0	2	2
2	942485	944461	-	AL2G11900	AL2G11900.t1	941	941	0	0	0	0	0	0	0	0
2	951595	953813	-	AL2G11930	AL2G11930.t1	1354	1354	88	48	1156	1156	1026	1026	2270	2230
2	954373	957280	-	AL2G11940	AL2G11940.t1	715	715	0	38	6	208	38	42	44	288
2	957465	959180	-	AL2G11950	AL2G11950.t1	930	930	0	0	440	440	392	392	832	832
2	959388	960950	-	AL2G11960	AL2G11960.t1	1369	1369	2	0	2	2	0	0	4	2
2	964315	970532	-	AL2G11970	AL2G11970.t1	2040	2040	0	0	0	0	468	468	468	468
2	964315	970532	-	AL2G11970	AL2G11970.t1	2040	2040	0	0	0	0	468	468	468	468
2	964315	970532	-	AL2G11970	AL2G11970.t2	2040	2040	0	0	0	0	468	468	468	468
2	964315	970532	-	AL2G11970	AL2G11970.t2	2040	2040	0	0	0	0	468	468	468	468
2	970885	974336	-	AL2G11980	AL2G11980.t2	2583	2583	0	0	16	4	554	554	570	558
2	970885	974336	-	AL2G11980	AL2G11980.t1	2580	2580	0	0	14	2	554	554	568	556
2	983485	986140	-	AL2G11990	AL2G11990.t1	1136	1136	0	0	2	6	1226	1304	1228	1310
2	983485	986140	-	AL2G11990	AL2G11990.t1	1136	1136	0	0	2	6	1226	1304	1228	1310
2	1001215	1004574	-	AL2G12020	AL2G12020.t1	2520	2520	42	42	376	376	132	56	550	474
2	1007635	1007980	CLE14	AL2G12030	AL2G12030.t1	346	346	6	4	12	12	0	0	18	16
2	1009375	1011880	-	AL2G12040	AL2G12040.t1	1679	1679	0	0	70	62	752	752	822	814
2	1009375	1011880	-	AL2G12040	AL2G12040.t2	1799	1799	0	0	102	94	752	752	854	846
2	1012265	1014404	-	AL2G12050	AL2G12050.t1	1539	1539	0	0	452	452	0	0	452	452
2	1019715	1021096	-	AL2G12060	AL2G12060.t1	867	867	0	0	74	74	0	0	74	74
2	1022817	1024360	-	AL2G12070	AL2G12070.t1	840	840	0	0	316	316	0	0	316	316
2	1029532	1032633	-	AL2G12080	AL2G12080.t1	2861	2861	0	0	896	896	2468	2468	3364	3364
2	1031252	1032717	-	AL2G12100	AL2G12100.t1	1307	1307	0	0	872	872	2462	2462	3334	3334
2	1032982	1035236	-	AL2G12110	AL2G12110.t1	1690	1690	44	16	96	96	98	102	238	214
2	1041882	1043818	-	AL2G12120	AL2G12120.t1	813	813	0	0	358	358	256	256	614	614
2	1044752	1045204	-	AL2G12130	AL2G12130.t1	453	453	0	0	6	6	0	0	6	6
2	1046522	1049178	-	AL2G12140	AL2G12140.t1	1810	1810	70	96	202	202	352	348	624	646
2	1054471	1056517	-	AL2G12150	AL2G12150.t1	1867	1867	36	12	76	76	4	6	116	94
2	1056650	1058237	-	AL2G12160	AL2G12160.t1	812	812	936	436	158	158	0	2	1094	596
2	1076360	1081087	-	AL2G12170	AL2G12170.t1	4208	4195	132	30	52	52	0	0	184	82
2	1081862	1084862	-	AL2G12180	AL2G12180.t1	2161	2161	56	16	94	94	6	8	156	118
2	1085362	1086798	-	AL2G12190	AL2G12190.t1	584	584	2	2	2	2	2	2	6	6
2	1089017	1090117	-	AL2G12200	AL2G12200.t1	684	769	0	0	0	0	0	0	0	0
2	1090742	1095241	-	AL2G12210	AL2G12210.t1	1248	1252	0	0	0	0	0	0	0	0
2	1096962	1098506	-	AL2G12220	AL2G12220.t2	967	967	60	18	66	212	1318	1230	1444	1460
2	1096962	1098506	-	AL2G12220	AL2G12220.t1	814	814	0	0	66	212	1114	1024	1180	1236
2	1098772	1105889	-	AL2G12230	AL2G12230.t2	1281	1281	0	0	8	0	836	716	844	716
2	1098772	1105889	-	AL2G12230	AL2G12230.t1	1341	1341	0	0	8	0	836	716	844	716
2	1106582	1108261	-	AL2G12240	AL2G12240.t1	435	434	0	0	0	0	0	0	0	0
2	1112722	1114698	-	AL2G12270	AL2G12270.t1	809	808	0	114	470	470	2	2	472	586
2	1120052	1121716	-	AL2G12280	AL2G12280.t1	887	887	0	0	78	78	0	0	78	78
2	1123372	1125497	-	AL2G12290	AL2G12290.t1	902	905	0	0	0	0	0	0	0	0
2	1132002	1133392	-	AL2G12300	AL2G12300.t1	866	866	710	4	1566	1566	24	24	2300	1594
2	1133403	1136827	-	AL2G12310	AL2G12310.t1	1236	1236	0	0	0	0	0	0	0	0
2	1141754	1143337	-	AL2G12320	AL2G12320.t1	1070	1070	0	4	4	4	14	22	18	30
2	1144152	1146524	UGE3	AL2G12330	AL2G12330.t1	1395	1403	254	220	1244	1244	0	0	1498	1464
2	1146557	1148537	-	AL2G12340	AL2G12340.t1	1590	1593	796	666	178	174	4	4	978	844
2	1149492	1151570	RFC2	AL2G12350	AL2G12350.t1	1302	1302	872	922	852	852	0	0	1724	1774
2	1151666	1153147	-	AL2G12360	AL2G12360.t1	1232	1232	0	0	0	0	0	0	0	0
2	1155242	1156857	-	AL2G12370	AL2G12370.t1	1380	1380	0	0	0	0	0	0	0	0
2	1158515	1160757	-	AL2G12380	AL2G12380.t1	2048	2060	202	68	10	10	0	0	212	78
2	1162272	1164317	ATRBL2	AL2G12390	AL2G12390.t1	1361	1361	1118	1136	462	478	28	14	1608	1628
2	1164501	1169797	-	AL2G12400	AL2G12400.t1	4028	4027	0	0	136	136	500	500	636	636
2	1164501	1169797	-	AL2G12400	AL2G12400.t1	4028	4027	0	0	136	136	500	500	636	636
2	1170413	1173787	-	AL2G12410	AL2G12410.t1	1859	1859	100	102	1846	1846	20	20	1966	1968
2	1175227	1178487	-	AL2G12420	AL2G12420.t1	895	907	22	80	42	42	0	0	64	122
2	1175227	1178487	-	AL2G12420	AL2G12420.t1	895	907	22	80	42	42	0	0	64	122
2	1178592	1181018	-	AL2G12430	AL2G12430.t1	2424	2427	238	242	166	162	0	0	404	404
2	1186386	1189123	-	AL2G12440	AL2G12440.t1	1050	1049	0	0	616	616	20	20	636	636
2	1192188	1194339	AtPP2-A11	AL2G12450	AL2G12450.t1	1367	1372	536	300	468	468	0	0	1004	768
2	1199518	1204814	-	AL2G12460	AL2G12460.t1	2868	2824	26	30	34	34	12	10	72	74
2	1205168	1207612	-	AL2G12470	AL2G12470.t1	2445	2445	42	52	60	60	12	14	114	126
2	1207888	1209835	-	AL2G12480	AL2G12480.t1	1638	1638	0	0	0	0	0	0	0	0
2	1210428	1211204	-	AL2G12490	AL2G12490.t1	700	700	0	0	0	0	0	0	0	0
2	1211328	1219253	-	AL2G12500	AL2G12500.t1	3322	3312	0	6	26	26	8	18	34	50
2	1219318	1220842	-	AL2G12510	AL2G12510.t1	1123	1179	2	14	6	6	0	0	8	20
2	1226418	1228817	-	AL2G12540	AL2G12540.t1	1597	1597	274	464	138	142	0	0	412	606
2	1233375	1234403	-	AL2G12550	AL2G12550.t1	1029	1029	0	0	354	354	0	0	354	354
